featureType,xCoordinate,yCoordinate,ID
6,9554.400609804188,2972.537279663196,1458
6,9426.190857874331,3008.1748088730706,1457
6,9554.400609804188,2972.537279663196,1456
6,9645.979417049526,2951.146822819509,1455
6,9704.92440363844,2941.4845396687297,1454
6,9638.164971189726,2950.166417151284,1451
6,9645.979417049526,2951.146822819509,1426
6,9764.65720628263,3024.906754264984,1472
6,9616.507868911944,2970.757827252103,1425
6,9595.773684525317,2979.563242298159,1397
6,9652.492215098026,2942.301155210008,1395
6,9652.492215098026,2942.301155210008,1390
6,9640.754589836351,2959.7044955690008,1386
6,9503.553060163384,3002.2592387755803,1383
6,9151.539611452125,3112.386026954791,1382
6,9043.841431665758,3139.299091025207,1381
6,9645.979417049526,2951.146822819509,1380
6,9645.994984339255,2951.175955890289,1379
6,9093.521100992011,3109.010148981862,1378
6,9151.539611452125,3112.386026954791,1387
6,9228.52397338044,3074.829940480591,1400
6,9499.649339873677,2993.0883260056435,1422
6,8956.706084884063,3301.2561696069065,1419
6,9541.62853813994,2977.776339826981,1417
6,9612.234425491142,2961.3417296689154,1414
6,9076.621028871014,3119.692089609972,1408
6,9076.621028871014,3119.692089609972,1406
6,8964.795849382233,3189.438106593432,1405
6,9275.400752190766,3064.018346568014,1403
6,9595.79970413815,2979.546118279456,1402
6,9645.979417049526,2951.146822819509,1424
6,9442.677173673286,3008.933158272786,1475
6,9763.976804526492,3031.034817867292,1474
6,8983.994098247123,3176.931679608938,1493
6,9514.571031859812,2987.445294673359,1491
6,9610.589296551434,2960.032298212749,1490
6,9653.586039591426,2952.224524048548,1489
6,9541.58150268597,2988.54412293846,1487
6,9616.507868911944,2970.757827252103,1484
6,9790.722631427234,2979.9953457831,1483
6,9435.644872927503,3021.565124329461,1480
6,9541.58150268597,2988.54412293846,1478
6,9541.58150268597,2988.54412293846,1477
6,9549.781572551374,2991.118841464915,1476
6,9616.507868911944,2970.757827252103,1485
6,9529.130673164798,2943.341717333547,14144
6,8893.679132538025,3231.417193664772,14067
6,9512.396837459131,2980.2661054294795,14187
6,9512.396837459131,2980.2661054294795,14190
6,9662.548017094196,2935.8852079426165,14161
7,9815.304938640254,3007.4132348204816,15419
7,9815.304938640254,3007.4132348204816,15418
7,9436.821204056478,3007.241216268963,1500
7,9379.759637135068,3019.421508533608,15289
8,9554.400609804188,2972.537279663196,1530
8,9777.831025216845,2987.9721362358005,1532
8,9460.03247782397,2987.055334065616,1536
8,9777.480761197916,2991.622443287688,1541
8,9564.271161052571,2983.611404797581,1542
8,9151.539611452125,3112.2063359533336,1544
8,9705.038934412883,2941.558595489875,1547
8,9151.539611452125,3112.386026954791,1539
8,9328.212671405672,3073.7778140846804,1524
8,9201.479810491508,3095.019936896224,1506
8,9771.068816947882,3040.9650807912844,1508
8,9043.71700454284,3139.453429583389,1509
8,9378.954808256018,3060.557626866056,1520
8,9589.450918606452,2973.3353256517244,1521
8,9616.507868911944,2970.757827252103,1522
8,9436.821204056478,3007.241216268963,1523
