featureType,xCoordinate,yCoordinate,ID
1,9554.45820877619,2972.330234709784,303
1,9277.25270369403,3078.694075376416,295
1,9576.368057122234,2977.656916475765,293
1,9773.432153918786,2962.9569471733544,292
1,9795.504791637435,2996.754867516821,291
1,9311.719239131413,3049.9521883474777,290
1,8935.85392268026,3189.3435909057835,289
1,9002.052376724054,3188.5874654046006,288
1,9567.419756595438,2987.956124166364,258
1,9328.212671405672,3073.7778140846804,256
1,8964.795849382233,3189.438106593432,225
1,9513.340659996493,2998.294361276215,223
1,9214.296916101048,3074.4856809877,218
1,9710.18314530424,2955.6795728092475,217
1,9228.417782225491,3074.912002336456,215
1,9228.417782225491,3074.912002336456,214
1,9215.847640548032,3082.528632421754,212
1,9317.836183241056,3063.5809057265947,211
1,9091.864185390084,3130.2370380884554,209
1,9064.75519585892,3140.655446740417,208
1,8931.268799880072,3206.445037038937,206
1,9583.37333750084,2962.204046325044,253
1,9354.143217104254,3073.9408258471417,251
1,9792.452935680752,2965.758725740017,248
1,9541.58150268597,2988.54412293846,246
1,9353.781944787586,3073.6514966480127,237
1,9645.994984339255,2951.175955890289,239
1,9342.031976889057,3070.7297387555,240
2,9073.298413267948,3114.863449920432,10062
2,9435.230560630827,3000.16488233223,9788
2,9376.380089729562,3020.6122950030444,9777
2,9391.734107590495,3017.615925314753,9960
2,9700.306033555184,2926.231375606262,9890
2,9553.61379450325,2934.882785678916,9907
2,9654.19138477208,2922.632218220632,9115
2,9506.528747595316,2956.693003370686,9257
2,9506.528747595316,2956.693003370686,9256
2,9803.762905254547,3002.0454109316424,8892
2,9437.673179584428,2997.170514152618,9623
2,9393.192985028072,3014.087154317688,9629
2,9813.332451836506,3035.0618533306515,9581
2,9545.36224138681,2957.870446448925,9673
2,9451.997310034782,2976.94393460612,9707
2,9760.545996259802,2925.2935575949427,11950
2,9815.3047162504,3007.413123625556,11949
2,9815.3047162504,3007.413123625556,11948
2,9815.3047162504,3007.413123625556,11942
2,9815.3047162504,3007.413123625556,11940
2,9815.3047162504,3007.413123625556,11936
2,9815.3047162504,3007.413123625556,11978
2,9815.3047162504,3007.413123625556,11931
2,9815.3047162504,3007.413123625556,11930
2,9410.002878063562,2993.8969355122026,11890
2,9815.3047162504,3007.413123625556,11925
2,9794.563526583392,2920.629819981616,12417
2,9506.908923049516,2957.0867446059347,12326
2,9815.3047162504,3007.413123625556,12063
2,9815.3047162504,3007.413123625556,12062
2,9815.3047162504,3007.413123625556,12070
2,9815.3047162504,3007.413123625556,12094
2,9505.355085144583,2957.1855968957216,12093
2,9815.3047162504,3007.413123625556,12092
2,9815.3047162504,3007.413123625556,12085
2,9815.3047162504,3007.413123625556,12080
2,9815.3047162504,3007.413123625556,12078
2,9392.242490795114,3011.522109749852,12073
2,9815.3047162504,3007.413123625556,12072
2,9815.3047162504,3007.413123625556,12071
2,9814.276163178938,3007.450151536128,12021
2,9815.304938640254,3007.4132348204816,12016
2,9815.3047162504,3007.413123625556,12098
2,9392.09882694989,3012.495510137698,12187
2,9806.4607165648,2952.6661902971805,11038
2,9805.866824461593,2990.7927067450664,6604
2,9795.14485365989,2973.3833618600347,1112
2,9595.773684525317,2979.563242298159,1106
2,9640.754589836351,2959.7044955690008,1115
2,9487.87891210864,2974.7327122948664,1105
2,9436.821204056478,3007.241216268963,1102
2,9694.269260987652,2960.79876484211,1101
2,9774.4964005617,2963.5565102178216,1100
2,9694.269260987652,2960.79876484211,1099
2,9694.215109058376,2960.8486913641736,1098
2,9694.269260987652,2960.79876484211,1097
2,9436.821204056478,3007.241216268963,1096
2,9436.821204056478,3007.241216268963,1104
2,9436.821204056478,3007.241216268963,1116
2,9436.821204056478,3007.241216268963,1124
2,9595.79970413815,2979.546118279456,1123
2,9595.79970413815,2979.546118279456,1122
2,9595.79970413815,2979.546118279456,1121
2,9585.97007262277,2963.801806226,1120
2,9585.933711881757,2963.961482140661,1119
2,9806.06464023609,2989.629385422511,6648
2,9436.821204056478,3007.241216268963,1094
2,9816.267664315144,2989.2350882126293,7036
2,9436.821204056478,3007.241216268963,1093
2,9436.821204056478,3007.241216268963,1092
2,9436.758601312777,3002.2593499705067,1091
2,9277.846151017531,3058.584584087675,574
2,9259.952218642184,3056.351567570798,573
2,9271.315005806138,3071.918190131477,571
2,9271.315005806138,3071.918190131477,570
2,9271.315005806138,3071.918190131477,569
2,9271.315005806138,3071.918190131477,568
2,9303.308899659723,3061.566943215208,566
2,9282.5922840715,3075.6992624170985,567
2,9064.795782007144,3140.6080777016664,581
2,8945.61861635848,3185.868415863361,596
2,8962.493336036205,3301.310877510816,595
2,8960.712882870772,3191.6547774560904,592
2,8960.712882870772,3191.6547774560904,590
2,8954.21342821347,3288.2117815673064,586
2,8947.475126853737,3185.939469421487,584
2,9328.1097049036,3074.5220417287123,582
2,8960.712882870772,3191.6547774560904,591
2,9268.488319575908,3076.240448125078,554
2,9328.1097049036,3074.5220417287123,528
2,9054.36914493061,3147.954170530439,527
2,9228.914712352667,3075.037541408637,525
2,9080.57923467478,3130.5696221140493,523
2,9325.349735629354,3068.4864923053724,520
2,9328.1097049036,3074.5220417287123,529
2,9151.774899916903,3112.554709658511,519
2,9057.504508277209,3134.3062164290127,516
2,8941.789952644252,3239.9777574823565,511
2,8983.997322899995,3176.9399080335097,509
2,9280.657158763106,3078.5420719116933,518
2,9076.621362455797,3119.692089609972,531
2,9303.308899659723,3061.566943215208,553
2,9303.308899659723,3061.5681663594014,552
2,8933.277202645126,3237.7418498973875,549
2,8980.660919126025,3325.3982561053394,548
2,8961.69818111577,3203.216047564105,547
2,9245.069222490516,3062.34797637996,546
2,9301.589714898872,3071.9243058524426,539
2,9303.370724038938,3061.5680551644746,534
2,9313.805478345115,3063.6308322486584,533
2,9379.825464531645,3061.0815773604045,672
2,9354.248296309936,3073.8306316748367,692
2,9355.158204394667,3074.38860781674,691
2,9666.367006849803,2969.7115941873044,683
2,8980.102275814563,3199.0780395639545,508
2,9585.868885239524,2963.8102570404244,653
2,9338.706803802675,3076.2844813160286,613
2,9295.331664427316,3074.019218270426,611
2,9354.32768948756,3073.8254055132843,610
2,9228.418449395052,3075.0054060748366,609
2,9271.170230011649,3058.319828967334,606
2,9090.66394735188,3130.9543565602394,615
2,9471.735299073602,2989.265666817457,652
2,8980.102275814563,3199.0780395639545,507
2,8960.712882870772,3191.6547774560904,506
2,8960.712882870772,3191.6547774560904,505
2,9076.621028871014,3119.692089609972,381
2,9076.621362455797,3119.692089609972,380
2,9076.621028871014,3119.692089609972,379
2,9076.621028871014,3119.692089609972,378
2,9076.621028871014,3119.692089609972,377
2,9076.621028871014,3119.692089609972,376
2,9076.621028871014,3119.692089609972,375
2,9076.621028871014,3119.692089609972,373
2,9076.621028871014,3119.692089609972,372
2,9076.621028871014,3119.692089609972,370
2,9076.621028871014,3119.692089609972,369
2,9076.621028871014,3119.692089609972,368
2,9076.621028871014,3119.692089609972,367
2,9076.621028871014,3119.692089609972,366
2,9076.621028871014,3119.692089609972,365
2,9076.621028871014,3119.692089609972,364
2,9076.621362455797,3119.692089609972,363
2,9076.621028871014,3119.692089609972,362
2,9076.621028871014,3119.692089609972,371
2,9094.481713963296,3125.607214927756,384
2,9151.539611452125,3112.2063359533336,401
2,9151.539611452125,3112.2063359533336,400
2,9091.864185390084,3130.2370380884554,397
2,9091.864185390084,3130.2370380884554,396
2,9091.864185390084,3130.2370380884554,395
2,9093.376769977229,3129.6987434485686,394
2,9201.380179837235,3083.8059285441195,393
2,9076.621028871014,3119.692089609972,388
2,9645.865775834494,2951.789751885368,332
2,9646.00543666236,2951.175177525803,331
2,9645.908141101549,2951.49341740586,330
2,9616.482294078818,2970.7614966846822,328
2,9474.23807448252,2977.881641422513,326
2,9645.50038930554,2953.584660391264,325
2,9616.074542282811,2972.208587460035,324
2,9646.004213518168,2951.171619288151,333
2,9616.074542282811,2972.208587460035,323
2,9616.294263457865,2971.9583988750846,321
2,9616.047299525784,2972.2616274400443,322
2,9645.997430627642,2951.177512619263,334
2,9646.905448398622,2951.3567588410137,335
2,9645.934049519454,2950.9329949755715,336
2,9474.827074008954,2980.0858584533885,357
2,9437.622363502953,3003.7315707992807,349
2,9438.17188883043,3003.777494303985,348
2,9492.340274955472,2976.3175735843315,345
2,9640.823419495944,2959.64222641008,344
2,9430.040203844912,3007.452153044808,343
2,9430.040203844912,3007.452153044808,342
2,9420.695493404632,3022.087295704984,340
2,9646.010551628986,2951.177512619263,339
2,9616.074542282811,2972.208587460035,338
2,9547.011039759096,2967.483692637054,337
2,9043.841431665758,3139.299091025207,410
2,9754.2848323303,2953.4056365593665,478
2,9558.43909834499,2985.068503116331,480
2,9751.94918289613,2964.276942147552,470
2,9763.933327310177,3026.957077517383,464
2,9784.11854234396,2962.604459255891,463
2,9642.350014643847,2958.642250434765,462
2,9783.944967063468,2962.083177439781,461
2,9783.944967063468,2962.083177439781,460
2,9643.956781333862,2956.342072182196,482
2,8960.712882870772,3191.6547774560904,504
2,8960.712882870772,3191.6547774560904,503
2,8960.712882870772,3191.6547774560904,502
2,8960.712882870772,3191.6547774560904,501
2,8960.712882870772,3191.6547774560904,500
2,8960.712882870772,3191.6547774560904,499
2,8960.712882870772,3191.6547774560904,498
2,8968.188517789085,3315.711287680846,497
2,8961.00788301116,3280.390997596688,491
2,8957.030551680009,3203.67683934012,490
2,9783.206187970844,2961.0431712908744,459
2,9705.058171135192,2941.589396484556,458
2,9772.630216107826,2962.40764423573,424
2,9181.672547013388,3099.7491683213434,417
2,9043.867896058297,3139.275851285538,411
2,9802.361849178827,2963.0006467795256,433
2,9795.59452594324,2951.583596491369,454
2,9753.905991215222,2953.647263134965,451
2,9777.095137192313,2992.2996203909534,450
2,9799.18912433688,2963.998176466453,449
2,9789.190921312706,2995.8370645922964,448
2,9711.74476685404,2951.559578387213,435
2,9704.160828077172,2941.387577692696,457
2,9436.821204056478,3007.241216268963,968
2,9436.821204056478,3007.241216268963,969
2,8957.897649717985,3206.8728039217385,959
2,8931.322284639788,3206.550449829396,957
2,9483.99409495646,2986.425637196028,951
2,9436.821204056478,3007.241216268963,970
2,9436.742811633194,3002.2630194030858,985
2,9436.742811633194,3002.2630194030858,984
2,9436.821204056478,3007.241216268963,971
2,9436.821204056478,3007.241216268963,983
2,8964.795849382233,3189.438106593432,981
2,8943.034557458186,3286.7119843967243,980
2,8951.12332120202,3248.985102515199,979
2,9436.821204056478,3007.241216268963,978
2,9436.821204056478,3007.241216268963,977
2,8960.712882870772,3191.6547774560904,982
2,9554.400609804188,2972.537279663196,918
2,9554.400609804188,2972.537279663196,917
2,9705.131448591852,2941.594066671475,914
2,9705.009690147175,2941.6352087943333,913
2,9704.179286434995,2941.381017192024,912
2,9723.987105887749,2963.7192995904293,911
2,9452.46032570933,3005.6209949928248,920
2,9704.179286434995,2941.381017192024,910
2,9540.519368746662,2961.505964575569,908
2,9640.754589836351,2959.7044955690008,907
2,9540.519368746662,2961.505964575569,906
2,9554.400609804188,2972.537279663196,905
2,9703.610635580137,2942.9590955909634,909
2,8931.172616268525,3234.7051164507247,944
2,9592.4579630077,2976.4421119021727,942
2,9554.400609804188,2972.537279663196,938
2,9554.400609804188,2972.537279663196,937
2,9554.400609804188,2972.537279663196,932
2,9554.400609804188,2972.537279663196,931
2,9375.501205029364,3074.482789919607,928
2,9646.003323958756,2951.192412739433,1061
2,9640.754589836351,2959.7044955690008,1059
2,9436.821204056478,3007.241216268963,1057
2,9640.754589836351,2959.7044955690008,1056
2,9640.814412706886,2959.649676470165,1054
2,9640.754589836351,2959.7044955690008,1053
2,9699.53867736641,2943.3373807314083,1048
2,9699.53867736641,2943.3373807314083,1046
2,9640.982539435972,2960.095679320936,1055
2,9640.754589836351,2959.7044955690008,1089
2,9595.773684525317,2979.563242298159,1086
2,9640.754589836351,2959.7044955690008,1084
2,9640.754589836351,2959.7044955690008,1083
2,9645.994984339255,2951.175955890289,1079
2,9645.994984339255,2951.175955890289,1078
2,9645.994984339255,2951.175955890289,1077
2,9645.979417049526,2951.146822819509,1076
2,9645.979417049526,2951.146822819509,1075
2,9646.907338712375,2951.32973847384,1074
2,9661.723617908056,2954.466880939262,1072
2,9645.979417049526,2951.146822819509,1071
2,9764.65720628263,3024.906754264984,1070
2,9379.759637135068,3061.099702133448,1044
2,9019.70546088829,3171.070928610283,1015
2,9441.147353872511,3007.0210503142066,997
2,9379.759637135068,3061.099702133448,1040
2,9379.60485379718,3060.9470314991645,1039
2,9379.759637135068,3061.099702133448,1038
2,9436.821204056478,3007.241216268963,1037
2,9436.821204056478,3007.241216268963,1036
2,9436.821204056478,3007.241216268963,1035
2,9503.461769128608,3002.254123808954,1028
2,9503.553060163384,3002.2592387755803,1027
2,9378.954808256018,3060.557626866056,1043
2,9554.400609804188,2972.537279663196,898
2,9554.400609804188,2972.537279663196,896
2,9614.38782644054,2955.799663330024,769
2,9614.38782644054,2955.799663330024,768
2,9481.220782291017,2976.3175735843315,767
2,9481.239351843768,2976.139550506773,766
2,9481.2265644272,2976.3175735843315,765
2,9482.435586864607,2978.1191537858263,764
2,9657.272373799547,2955.5244558865784,763
2,9689.541141511798,2962.204713494604,761
2,9482.435586864607,2978.1191537858263,758
2,9482.435586864607,2978.1191537858263,756
2,9481.2265644272,2976.3175735843315,755
2,9754.274824786902,2953.443887614133,762
2,9482.435586864607,2978.1191537858263,775
2,9481.2265644272,2976.3175735843315,776
2,9482.435586864607,2978.1191537858263,793
2,9689.834807313067,2941.5999600025866,791
2,9723.505520660454,2959.2785078050256,790
2,9706.399515535308,2933.1565956376858,787
2,9773.394125253872,2962.2128307242488,786
2,9704.069537042396,2941.449513266837,785
2,9704.92440363844,2941.4845396687297,779
2,9704.92440363844,2941.4845396687297,778
2,9704.92440363844,2941.4845396687297,777
2,9704.92440363844,2941.4845396687297,798
2,9362.19650966649,3082.4835984764627,749
2,9773.394125253872,2962.2128307242488,799
2,9554.644126693538,2975.643065159305,867
2,9451.570766296172,3005.9762627834543,863
2,9632.234612166994,2962.8062780477508,859
2,9632.234612166994,2962.789265223974,857
2,9435.644872927503,3021.565124329461,856
2,9435.644872927503,3021.565124329461,855
2,9396.691177420307,3062.4577257725578,853
2,9452.430859053768,3005.8583961612107,894
2,9452.430859053768,3005.8583961612107,892
2,9477.157497281572,3000.0050952226416,890
2,9513.452855677477,2998.536655021373,886
2,9541.376459241235,2988.496197925077,879
2,9541.58150268597,2988.54412293846,878
2,9382.09784405255,3048.178073292864,877
2,9773.394125253872,2962.2128307242488,800
2,9540.519368746662,2961.505964575569,847
2,9571.968185069834,2983.0200701776853,822
2,9802.361182009266,2963.002425898352,803
2,9540.021104280368,2963.1870094765814,846
2,9571.968185069834,2983.0200701776853,841
2,9571.968185069834,2983.0200701776853,839
2,9564.271161052571,2983.611404797581,838
2,9616.507868911944,2970.757827252103,837
2,9616.507868911944,2970.757827252103,836
2,9616.507868911944,2970.757827252103,835
2,9564.271161052571,2983.611404797581,834
2,9772.965580006585,2962.236515243624,830
2,9804.018987170612,3002.133922093252,8750
3,9481.847588092513,2963.6044352312056,12952
3,9506.528747595316,2956.693003370686,12923
3,9487.887474117992,2961.016373313553,13426
3,9481.93120667735,2973.414162854715,13449
3,9459.435472262816,2962.07127958263,13632
3,8923.89023813272,3208.577199757346,1156
3,9271.315005806138,3071.918190131477,1166
3,8961.55296054157,3279.9943652933466,1151
3,8962.493336036205,3301.310877510816,1144
3,9537.712808798153,2961.462153774471,1173
3,9231.561151606807,3053.9363025691523,1197
3,9082.80746980981,3135.67758345932,1198
3,9086.076823043011,3137.007697171842,1199
3,9451.909688432585,3005.86339993291,1200
3,9088.168955587833,3123.474162649933,1201
3,9228.418449395052,3075.0054060748366,1202
3,9228.383311798234,3075.0219741189067,1203
3,9027.411491694613,3169.8040848110218,1204
3,9541.628982919648,2993.381880611985,1206
3,9541.628982919648,2993.381880611985,1205
3,9328.1097049036,3074.5220417287123,1195
3,9076.621362455797,3119.692089609972,1194
3,9436.758601312777,3002.2593499705067,1179
3,9436.722129376836,3002.321063154794,1180
3,9261.768810158776,3063.9031486240106,1183
3,9014.498424863375,3174.706780321707,1185
3,9271.310780398924,3072.0243812864223,1190
3,9820.26790180118,2986.938023418006,12473
3,9805.48575944798,2989.444579454428,12472
3,9815.304938640254,3007.4132348204816,12491
3,9814.539361570309,3008.7167729455355,12451
3,9819.861929124,2986.585869085323,12446
3,9093.376769977229,3129.6987434485686,1133
3,8931.322284639788,3206.550449829396,1214
3,9043.71700454284,3139.453429583389,1329
3,9337.918209382917,3073.4802564609795,1335
3,9603.390203415687,2977.5962040458166,1298
3,9628.372478779847,2951.134702572505,1299
3,9616.507868911944,2970.757827252103,1302
3,9616.507868911944,2970.757827252103,1303
3,9585.986418276989,2964.015411680083,1305
3,9694.215109058376,2960.8486913641736,1309
3,9601.688921038023,2980.0334856429386,1306
3,9436.532097247202,3020.291942419381,1360
3,9522.264164054644,2989.553661677466,1362
3,9446.210614857271,3012.9396226747167,1365
3,9151.539611452125,3112.2063359533336,1359
3,9516.832959057616,2993.6330699512746,1367
3,9380.438037382528,3067.8968256093767,1370
3,9546.095127148325,2958.909118258712,1373
3,9350.66948759588,3064.937817416438,1343
3,9694.269260987652,2960.79876484211,1297
3,9694.215109058376,2960.8486913641736,1296
3,9448.074130632907,3019.217021063508,1294
3,9595.79970413815,2979.546118279456,1238
3,9704.200524665985,2941.448178927717,1240
3,9076.621362455797,3119.692089609972,1250
3,9646.004102323242,2951.171619288151,1251
3,9640.754589836351,2959.7044955690008,1252
3,9367.459365544575,3070.9425658450978,1223
3,9704.179286434995,2941.381017192024,1234
3,8964.34962414161,3287.848618936885,1227
3,8967.901746073268,3201.6108376030647,1228
3,8963.194642438551,3194.00666134955,1229
3,9486.893613863642,2996.906759786618,1225
3,9790.69260879704,2998.8723525049136,1278
3,9780.952266807755,2966.2841217684127,1281
3,9692.611900606014,2957.4596923899003,1282
3,9640.754589836351,2959.7044955690008,1277
3,9646.949370394646,2951.371436571331,1287
3,9646.006326221775,2951.177067839556,1288
3,9658.539995963296,2954.200791479802,1290
3,9764.65720628263,3024.906754264984,1291
3,9646.949370394646,2951.371436571331,1286
3,9708.018736057104,2946.1787446919566,1275
3,9766.845300049144,2959.5302531189486,1274
3,9645.99820899213,2951.1000097553915,1260
3,9513.972469569686,2998.1170053682167,1261
3,9505.404122107237,2981.5045945224465,1263
3,9181.659314817118,3099.8332316858864,1265
3,9595.79970413815,2979.546118279456,1267
3,9640.754589836351,2959.7044955690008,1268
3,9438.106172628784,3003.9218253187696,1271
3,9665.841499626486,2949.5820878117665,1272
3,9076.621362455797,3119.692089609972,1295
3,9816.267775510069,2989.234977017703,12499
3,9816.157914922544,2990.321462645947,12501
3,9815.570805709862,3000.066252432296,12716
3,9830.971636634911,2972.2410563786148,12709
3,9814.377795341892,3007.913056015749,12708
3,9815.304938640254,3007.4132348204816,12707
3,9814.276163178938,3007.450151536128,12706
3,9816.267775510069,2989.234977017703,12740
3,9816.267775510069,2989.234977017703,12739
3,9816.157914922544,2990.321462645947,12736
3,9815.304938640254,3007.4132348204816,12735
3,9803.76257166977,3002.0454109316424,12723
3,9815.304938640254,3007.4132348204816,12725
3,9815.304938640254,3007.4132348204816,12732
3,9817.117193554708,2987.3034099469605,12741
3,9814.355222771785,3007.928734500406,12673
3,9803.633363165009,3002.088220978401,12670
3,9798.8728859655,3013.813503603216,12664
3,9805.48342435452,2990.190363827433,12683
3,9812.249969225622,3002.3562007516143,12699
3,9805.485203473345,2990.5329553964243,12684
3,9816.158248507323,2990.355265903647,12746
3,9816.267775510069,2989.234977017703,12578
3,9814.805562224692,3007.8227657353136,12573
3,9814.233241937254,3006.784538705233,12572
3,9815.3047162504,3007.413123625556,12571
3,9815.3047162504,3007.413123625556,12568
3,9815.3047162504,3007.413123625556,12566
3,9806.532437292486,3010.4040447624407,12564
3,9815.3047162504,3007.413123625556,12570
3,9811.98588127484,2977.786124980525,12525
3,9805.986581397588,2990.1267603293923,12634
3,9806.51698119768,3010.5387018186075,12626
3,9815.3047162504,3007.413123625556,12581
3,9815.304938640254,3007.4132348204816,12653
3,9816.267664315144,2989.2350882126293,12645
3,9803.738442370686,3003.2105113730245,12644
3,9805.986581397588,2990.1267603293923,12619
3,9815.3047162504,3007.413123625556,12598
3,9806.023386918308,2989.537760802956,12620
3,9812.38818451944,2982.4171712854186,12591
3,9806.528879054831,3010.084136958484,12616
3,9806.525765596884,3009.930243180008,12614
3,9824.139597952018,2967.132761448564,12617
4,9830.625820413048,2972.542061045041,13662
5,9816.267775510069,2989.234977017703,13692
5,9817.118194309043,2988.089224493557,13716
6,9484.951928054576,2989.278899013728,1446
6,9802.497062209626,2962.942714222744,1440
6,9485.802346853552,2993.116235932231,1438
6,9541.219118420036,2988.347975087859,1447
6,9773.394125253872,2962.2128307242488,1435
6,9554.400609804188,2972.537279663196,1433
6,9655.41219387171,2955.562818136271,1431
6,9506.682974958574,2989.6473990006275,1448
6,9509.019513952157,2993.008043268606,1449
6,9764.65720628263,3024.906754264984,1471
6,9764.65720628263,3024.906754264984,1468
6,9379.759637135068,3061.099702133448,1466
6,9638.372349727915,2954.44275164018,1465
6,9645.979417049526,2951.146822819509,1463
